nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0004749,Emily Bergl,1975,-1,"actress,producer,soundtrack","tt0144814,tt0289830,tt2334873,tt0244365"
nm0004763,Mary J. Blige,1971,-1,"music_artist,actress,composer","tt2396589,tt1336608,tt1454029,tt4718770"
nm0004769,Pat Boone,1934,-1,"actor,music_department,producer","tt0052948,tt0056526,tt0102266,tt0348150"
nm0004778,Adrien Brody,1973,-1,"actor,producer,composer","tt0253474,tt2278388,tt1683526,tt8999762"
nm0004787,Saffron Burrows,1972,-1,"actress,director,writer","tt7335184,tt3502172,tt0200465,tt0332452"
nm0004799,Mark Canton,1949,-1,"producer,production_manager,miscellaneous","tt0416449,tt1253864,tt3281796,tt1259528"
nm0004825,Emmanuelle Chriqui,1975,-1,"actress,producer,archive_footage","tt0295700,tt0214388,tt0960144,tt0348333"
nm0004846,Marisa Coughlan,1974,-1,"actress,writer,producer","tt0247745,tt0240515,tt0133046,tt0265591"
nm0004883,Tate Donovan,1963,-1,"actor,director,producer","tt1024648,tt0119282,tt0822854,tt4034228"
nm0004906,Peter Facinelli,1973,-1,"actor,director,producer","tt1324999,tt9794630,tt1190689,tt4016454"
nm0004921,Joely Fisher,-1,-1,"actress,director,producer","tt0141369,tt0110475,tt0108761,tt4494094"
nm0004927,Beau Flynn,1970,-1,"producer,miscellaneous","tt2126355,tt2231461,tt1397514,tt0180093"
nm0004936,Ben Foster,1980,-1,"actor,producer,director","tt2582782,tt0381849,tt0790712,tt3892172"
nm0004938,Kirk Franklin,1970,-1,"producer,actor,music_department","tt0477051,tt0146838,tt0116126,tt5580266"
nm0004975,Macy Gray,1967,-1,"actress,composer,producer","tt0421054,tt0139654,tt1496422,tt0453467"
nm0004976,Brian Grazer,1951,-1,"producer,actor,writer","tt0268978,tt0367279,tt0112384,tt0088161"
nm0004986,LisaGay Hamilton,1964,-1,"actress,director,producer","tt0118437,tt0139668,tt0119396,tt0164184"
nm0004994,Emmylou Harris,1947,-1,"music_artist,actress,writer","tt0388795,tt0190590,tt1212450,tt0093748"
nm0005023,Djimon Hounsou,1964,-1,"actor,producer,director","tt0450259,tt2015381,tt0118607,tt0298845"
nm0005031,Felicity Huffman,1962,-1,"actress,producer,director","tt0407265,tt0410975,tt0165961,tt0791304"
nm0005067,Tamala Jones,1974,-1,"actress,producer,soundtrack","tt4996328,tt1219024,tt0325537,tt0118750"
nm0005077,James Keach,1947,-1,"actor,director,producer","tt0085995,tt0358273,tt0081071,tt1296898"
nm0005078,Stacy Keach,1941,-1,"actor,producer,director","tt1821549,tt0116225,tt1194173,tt0068575"
nm0005093,Regina King,1971,-1,"actress,producer,director","tt0350258,tt7125860,tt10696784,tt0385307"
nm0005102,Lindsay Hartley,1978,-1,"actress,director,writer","tt16027110,tt32466551,tt0192917,tt0056758"
nm0005105,Jane Krakowski,1968,-1,"actress,soundtrack,archive_footage","tt0496424,tt0085995,tt0118254,tt0158622"
nm0005125,Sanaa Lathan,-1,-1,"actress,producer,director","tt0199725,tt0370263,tt0437777,tt3862750"
nm0005136,Tommy Lee,1962,-1,"actor,composer,producer","tt0115624,tt0800325,tt0259711,tt0390022"
nm0005143,Jay Leno,1950,-1,"producer,writer,actor","tt0103569,tt0106673,tt0186566,tt0118884"
nm0005188,James Marsden,1973,-1,"actor,soundtrack,archive_footage","tt0427327,tt0120903,tt0461770,tt0988595"
nm0005219,Mike Medavoy,1941,-1,"producer,actor,executive","tt0947798,tt0405676,tt0482546,tt0443706"
nm0005222,Sam Mendes,1965,-1,"producer,director,miscellaneous","tt8579674,tt14402146,tt0257044,tt1074638"
nm0005231,Dash Mihok,1974,-1,"actor,director,producer","tt2249007,tt0120863,tt12024308,tt0117509"
nm0005253,Elisabeth Moss,1982,-1,"actress,producer,director","tt1051906,tt2756032,tt5834204,tt6857112"
nm0005270,Aaron Neville,1941,-1,"actor,composer,writer","tt0103855,tt0117333,tt10016180,tt0106246"
nm0005403,Jason Schwartzman,1980,-1,"actor,music_department,producer","tt0128445,tt0838221,tt1748122,tt0446029"
nm0005405,Seann William Scott,1976,-1,"actor,producer,writer","tt0163651,tt0328828,tt0252866,tt0377818"
nm0005420,Marley Shelton,1974,-1,"actress,soundtrack,archive_footage","tt1077258,tt0151738,tt0258470,tt1028528"
nm0005430,Gene Simmons,1949,-1,"actor,producer,composer","tt1225822,tt0088024,tt0165710,tt4501244"
nm0005476,Hilary Swank,1974,-1,"actress,producer,soundtrack","tt0405159,tt0171804,tt0431308,tt2398231"
nm0005490,Alexis Thorpe,1980,-1,actress,"tt0756683,tt0328828,tt0417056,tt0058796"
nm0005494,Steve Tisch,1949,-1,"producer,actor,production_department","tt0109830,tt0119925,tt0814314,tt11003218"
nm0005544,Harvey Weinstein,1952,-1,"producer,actor,writer","tt0138097,tt0120737,tt3460252,tt2170593"
nm0005545,Jerry Weintraub,1937,2015,"producer,actor,miscellaneous","tt0118661,tt0106918,tt1291580,tt0110657"
nm0005551,Lynn Whitfield,1953,-1,"actress,producer","tt0455612,tt0119080,tt0102167,tt0093300"
nm0005655,Renato Berta,1945,-1,"cinematographer,camera_department,director","tt0092593,tt11012320,tt0105908,tt0472521"
nm0005665,Russell Carpenter,1950,-1,"cinematographer,camera_department,producer","tt1630029,tt0120338,tt0478970,tt0111503"
nm0005683,Roger Deakins,1949,-1,"cinematographer,camera_department,miscellaneous","tt1856101,tt1074638,tt0477348,tt8579674"
nm0005696,Robert Elswit,1950,-1,"cinematographer,visual_effects,camera_department","tt0469494,tt0433383,tt2872718,tt1791528"
nm0005836,Dick Pope,1947,2024,"cinematographer,camera_department,actor","tt0443543,tt2473794,tt0383694,tt0117589"
nm0005948,Jorge Arriagada,1943,2024,"composer,music_department,actor","tt0105045,tt2207050,tt20259142,tt10873988"
nm0006009,Chuck Cirino,-1,-1,"composer,cinematographer,editor","tt11110938,tt0090837,tt0098193,tt0455583"
nm0006026,Guido De Angelis,1944,-1,"composer,producer,writer","tt0084935,tt1028528,tt0069095,tt0462322"
nm0006027,Maurizio De Angelis,1947,-1,"composer,producer,music_department","tt0084935,tt1028528,tt0069095,tt0462322"
nm0006035,Alexandre Desplat,1961,-1,"composer,music_department,actor","tt1504320,tt1024648,tt0436697,tt2431286"
nm0006043,Pino Donaggio,1941,-1,"composer,music_department,soundtrack","tt0080661,tt0086984,tt0387575,tt0069995"
nm0006131,Arthur Honegger,1892,1955,"composer,music_department,writer","tt0027925,tt0137187,tt0030637,tt0047026"
nm0006133,James Newton Howard,1951,-1,"music_department,composer,soundtrack","tt0360717,tt0468569,tt0372784,tt0368447"
nm0006142,Mark Isham,1951,-1,"composer,music_department,actor","tt0375679,tt2140479,tt8080122,tt0453562"
nm0006154,Aram Khachaturyan,1903,1978,"composer,music_department,soundtrack","tt0062622,tt0364569,tt0403358,tt0373074"
nm0006166,Michel Legrand,1932,2019,"composer,music_department,actor","tt0063688,tt0058450,tt0086619,tt0067803"
nm0006205,Mark Mothersbaugh,1950,-1,"composer,music_department,actor","tt27210519,tt3566834,tt3501632,tt0362270"
nm0006237,Zbigniew Preisner,1955,-1,"composer,music_department,actor","tt0108394,tt0101765,tt0111495,tt0108071"
nm0006246,A.R. Rahman,1967,-1,"music_artist,composer,music_department","tt1010048,tt0169102,tt3148502,tt1839596"
nm0006293,Alan Silvestri,1950,-1,"composer,soundtrack,music_department","tt4154796,tt0088763,tt0109830,tt1677720"
nm0006366,Sean Albertson,-1,-1,"editor,producer,editorial_department","tt26658104,tt1291584,tt0462499,tt6905686"
nm0006429,Girija,1938,1995,actress,"tt0254967,tt0279389,tt0263022,tt0330054"
nm0006433,Karisma Kapoor,1974,-1,"actress,music_department,archive_footage","tt0118983,tt0255713,tt0248012,tt0331639"
nm0006456,Joe Mulherin,1947,-1,"music_department,miscellaneous,writer","tt0110167,tt0104006,tt0896031,tt0097457"
nm0006488,Brian Palermo,1966,-1,"actor,writer,production_department","tt0208003,tt1308728,tt1285016,tt0384642"
nm0006509,Rodrigo Prieto,1965,-1,"cinematographer,actor,director","tt0388795,tt0993846,tt5537002,tt1517268"
nm0006516,Chris Terrio,1976,-1,"writer,producer,director","tt2527338,tt1024648,tt2975590,tt12361974"
nm0006547,Sean Milliken,-1,-1,"casting_director,casting_department,actor","tt1465522,tt0270846,tt1479398,tt0328868"
nm0006573,Philippe Leroy,1930,2024,"actor,producer,archive_footage","tt0071910,tt0100263,tt0054407,tt0055432"
nm0006589,Anthony Stabley,-1,-1,"production_designer,art_director,producer","tt21807222,tt0145531,tt0103064,tt1662500"
nm0006701,John Schwartzman,1960,-1,"cinematographer,camera_department,director","tt0329575,tt0213149,tt0120591,tt14856980"
nm0006706,Paul van den Boom,-1,-1,"cinematographer,assistant_director,camera_department","tt0976197,tt0398657,tt0338751,tt11102880"
nm0006765,Vidhu Vinod Chopra,1952,-1,"writer,producer,director","tt23849204,tt1187043,tt0374887,tt0456144"
nm0006766,Deepak Verma,1969,-1,"actor,director,writer","tt3430596,tt3794034,tt2249786,tt1808319"
nm0006777,John Axelrad,-1,-1,"editor,editorial_department,production_department","tt2935510,tt5093026,tt3850590,tt1212428"
nm0006780,Denis Maloney,-1,-1,"cinematographer,camera_department,producer","tt0129387,tt0208874,tt0179116,tt0165832"
nm0006804,Denis Rouden,-1,-1,"cinematographer,camera_department,producer","tt0390808,tt10127684,tt2249221,tt0808339"
nm0007013,André Szöts,1937,2006,"producer,director,actor","tt0099334,tt0150992,tt0079449,tt0240805"
nm0007018,Karimah Westbrook,-1,-1,"actress,producer,director","tt7414406,tt0491175,tt0376136,tt1152397"
nm0007037,John Bailey,1942,2023,"cinematographer,camera_department,miscellaneous","tt0107206,tt0080365,tt0102864,tt0218817"
nm0007109,Susie Figgis,1948,-1,"casting_director,casting_department","tt1935859,tt1014759,tt0241527,tt0119164"
nm0007147,Dev Anand,1923,2011,"actor,producer,director","tt0053980,tt0059246,tt0051806,tt0066241"
nm0007507,Reuben Aaronson,-1,-1,"cinematographer,camera_department,director","tt5720140,tt0120863,tt3264232,tt0146386"
nm0007850,Peter Abbay,1966,-1,actor,"tt0057731,tt0930071,tt0082776,tt0816263"
nm0007896,Dave Abbitt,-1,-1,"miscellaneous,producer,production_manager","tt11737520,tt1885300,tt2149175,tt6410924"
nm0008240,Farhat Abdraimov,1966,2021,"actor,producer","tt0322250,tt21301792,tt3750362,tt15881252"
nm0008330,Pamela Abdy,-1,-1,"producer,miscellaneous,actress","tt0333766,tt8722346,tt0125664,tt0119177"
nm0009012,Jody Abrahams,1974,-1,"actor,director,writer","tt1599348,tt0473416,tt9248932,tt10127554"
nm0009127,Marina Abramovic,1946,-1,"director,writer,producer","tt0492962,tt11329258,tt32807469,tt11329314"
nm0010383,Aleksandr Adabashyan,1945,-1,"actor,writer,production_designer","tt0093664,tt0097802,tt2819266,tt0079619"
nm0010562,Marie-Christine Adam,1950,-1,"actress,miscellaneous,archive_footage","tt0482088,tt0113117,tt0306734,tt0276699"
nm0010611,Piotr Adamczyk,1972,-1,"actor,producer,camera_department","tt7772588,tt10160804,tt13361448,tt0435100"
nm0010648,Ashot Adamyan,1953,-1,"actor,director,assistant_director","tt0106504,tt0189940,tt0406838,tt6071646"
nm0010736,Amy Adams,1974,-1,"actress,producer,executive","tt2543164,tt0461770,tt1560747,tt0964517"
nm0010781,Brandon Quintin Adams,1979,-1,"actor,soundtrack,producer","tt0105121,tt0108037,tt0104868,tt0095655"
nm0010938,Eboni Adams,-1,-1,"actress,producer,director","tt0120611,tt1321870,tt7066164,tt7848358"
nm0011104,Julian Adams,-1,-1,"producer,actor,director","tt0783640,tt1922685,tt1071807,tt0339743"
nm0012242,Sky Adler,-1,-1,production_designer,"tt0129992,tt0162903,tt0172182"
nm0012915,Bayani Agbayani,-1,-1,"actor,writer,composer","tt0877590,tt1121985,tt0326359,tt0336675"
nm0013329,Toon Agterberg,1953,-1,"actor,art_department,archive_footage","tt0102181,tt0098759,tt0115407,tt0081547"
nm0013612,Santiago Aguilar,-1,-1,"writer,director","tt0110221,tt0113783,tt0217345,tt0185166"
nm0014101,Maher Ahmad,-1,-1,"production_designer,art_director,art_department","tt0115857,tt0106977,tt2436386,tt0112442"
nm0014428,Douglas Aibel,-1,-1,"casting_director,casting_department,producer","tt2278388,tt7653254,tt0286106,tt4034228"
nm0014474,Umie Aida,1973,-1,"actress,producer","tt0862930,tt0291886,tt3079634,tt0267664"
nm0014558,Shô Aikawa,1961,-1,"actor,music_department,composer","tt0388556,tt0286751,tt0241644,tt0241588"
nm0014620,Liya Ai,1965,-1,actress,"tt0179191,tt15072612,tt0416044,tt0109738"
nm0014960,Alexandre Aja,1978,-1,"director,producer,writer","tt0338095,tt0454841,tt0464154,tt0804516"
nm0015301,Archil Akhvlediani,1964,-1,"cinematographer,camera_department","tt1053915,tt0430264,tt1967563,tt0121673"
nm0015459,Nagarjuna Akkineni,1959,-1,"actor,producer,music_department","tt2397561,tt2926068,tt1869640,tt0359750"
nm0015493,Gigi Akoka,-1,-1,"casting_director,casting_department,actress","tt0449467,tt0364970,tt1675434,tt0364517"
nm0015846,Gina Alajar,-1,-1,"director,actress,miscellaneous","tt0257084,tt0374800,tt0219187,tt2529144"
nm0016013,Luis Alarcón,1929,2023,"actor,special_effects,producer","tt0242198,tt0379108,tt1947646,tt3234226"
nm0016137,Benjamin Alazraki,-1,-1,actor,"tt1986843,tt0253225,tt1304873,tt32045780"
nm0016662,Maryse Alberti,1954,-1,"cinematographer,camera_department,actress","tt1125849,tt0120879,tt3076658,tt1423995"
nm0016850,Jens Albinus,1965,-1,"actor,director,writer","tt0154421,tt0870984,tt0168629,tt1403846"
nm0017138,Carmen Alcalde,1936,-1,"director,writer","tt1666675,tt10048028,tt1498891"
nm0017549,Jane Alderman,1939,2016,"casting_director,casting_department,actress","tt0101393,tt0081283,tt0452594,tt1139668"
nm0017620,William Porter,1947,2019,"writer,actor,director","tt0090685,tt0096171,tt0275947,tt0109447"
nm0017698,Sarah Aldrich,1970,-1,actress,"tt0056758,tt0069658,tt0118435,tt0098749"
nm0017868,Satish Alekar,-1,-1,"actor,writer","tt7518786,tt14943800,tt1206310,tt5125576"
nm0018253,Anne Alexander-Sieder,-1,-1,"actress,writer,producer","tt22462914,tt0806910,tt10146532,tt8883700"
nm0018987,Joelle Alexis,-1,-1,"editor,editorial_department,miscellaneous","tt2670524,tt0295281,tt10011232,tt1568923"
nm0020199,Roberta Allegrini,-1,-1,"cinematographer,camera_department","tt0086779,tt0169353,tt0208990,tt1273204"
nm0020651,Jill K. Allen,-1,-1,"actress,visual_effects","tt10161886,tt0086837,tt0081766,tt10140310"
nm0021233,Luis Aller,1961,-1,"writer,director,actor","tt0346045,tt0099106,tt0465071,tt10347344"
nm0021236,Michel Aller,-1,-1,"editor,editorial_department,actor","tt10151854,tt11245972,tt0448115,tt5814060"
nm0022691,Marcela Altberg,-1,-1,"casting_director,casting_department,actress","tt1869416,tt10785310,tt4875150,tt4612304"
nm0023266,Isay Alvarez,-1,-1,"actress,soundtrack","tt0399989,tt0442403,tt12132812,tt14209662"
nm0023481,Júlio Alves,-1,-1,"director,writer,producer","tt10121110,tt3588160,tt15298982,tt3533310"
nm0023517,Ruben Alves,-1,-1,"actor,director,writer","tt2261749,tt10123698,tt5078204,tt38781172"
nm0023805,Raimundo Amador,1959,-1,"music_department,actor,composer","tt0124312,tt0215163,tt0780587,tt0118239"
nm0023885,Tom Amandes,1959,-1,"actor,director,soundtrack","tt0116908,tt0318883,tt0120620,tt0120570"
nm0023917,Mayumi Amano,-1,-1,producer,"tt0461857,tt34974599,tt0483022,tt1368460"
nm0023940,Armand Amar,1953,-1,"composer,music_department,producer","tt1320082,tt0280653,tt1465487,tt2353767"
nm0024500,Assaf Amdursky,-1,-1,"composer,music_department,soundtrack","tt2164718,tt1210351,tt0358925,tt0376007"
nm0024839,Robert Amico,1953,-1,"actor,producer,director","tt10441722,tt8749570,tt1950186,tt7513360"
nm0025003,Danny Amis,1959,-1,"miscellaneous,sound_department,director","tt9484998,tt0253867,tt2378281,tt4314814"
nm0025465,Mitchell Amundsen,1958,-1,"camera_department,cinematographer,production_department","tt0418279,tt0120591,tt1046173,tt0399201"
nm0025709,Trey Anastasio,1964,-1,"composer,actor,soundtrack","tt1542344,tt2369702,tt0154352,tt0811154"
nm0026782,Gregory Ramon Anderson,-1,-1,"producer,writer,executive","tt1546418,tt0285869,tt0775539,tt2948530"
nm0026852,Jami Anderson,-1,-1,"miscellaneous,art_department,production_designer","tt0274812,tt0124819,tt0202314,tt0219640"
nm0027215,Miles Anderson,-1,-1,"actor,archive_footage","tt10095582,tt3783958,tt7288408,tt8426594"
nm0028342,Freddy Andreiuci,-1,-1,"actor,producer","tt10068716,tt1124373,tt0785007,tt3574800"
nm0029400,Michael Angarano,1987,-1,"actor,director,writer","tt0405325,tt0865556,tt2231253,tt0181875"
nm0029732,Nikola-Kole Angelovski,1943,-1,"actor,director,writer","tt0181872,tt5962986,tt0169777,tt0424733"
nm0030317,Arturo Annecchino,-1,-1,"composer,music_department,soundtrack","tt1396226,tt4114456,tt10072662,tt0209912"
nm0030569,Carrie Ansell,-1,-1,"editor,editorial_department,producer","tt0205940,tt0117193,tt0117664,tt0114095"
nm0030645,Harry J. Anslinger,1892,1975,"actor,archive_footage","tt0040887,tt0366050"
nm0030767,Gordon Antell,-1,-1,"editorial_department,visual_effects,editor","tt0117060,tt0884328,tt0104691,tt0093409"
nm0030906,Jill Anthony Thomas,-1,-1,"casting_director,casting_department,actress","tt0238784,tt14271498,tt5580540,tt0149460"
nm0031218,Moritz Anton,1972,-1,"camera_department,cinematographer","tt2402579,tt10145122,tt0232731,tt3633886"
nm0031275,Francesca Antonelli,1972,-1,actress,"tt15114854,tt0186478,tt0290872,tt0163419"
nm0031652,Nemesio Antúnez,1918,1993,actor,"tt0070959,tt0230891,tt0068558,tt0076586"
nm0031976,Judd Apatow,1967,-1,"producer,writer,director","tt1723816,tt9686708,tt0478311,tt0405422"
nm0031997,Inge Appelt,1943,-1,actress,"tt0180801,tt0097206,tt0329083,tt0098777"
nm0032185,Alex Appel,-1,-1,"actress,producer,director","tt1297924,tt0294607,tt2034742,tt0373474"
nm0032227,Josh Appelbaum,-1,-1,"producer,writer,script_department","tt1291150,tt1229238,tt13357520,tt3949660"
nm0032597,Deborah Aquila,1958,-1,"casting_director,casting_department,producer","tt0111161,tt10366460,tt3783958,tt0117381"
nm0033152,Arata Iura,1974,-1,"actor,archive_footage","tt22815732,tt2331143,tt1371630,tt0165078"
nm0033191,Stéphanie Araud,-1,-1,"editor,editorial_department,sound_department","tt0280990,tt0106573,tt1282152,tt0105356"
nm0033384,Danielle Arbid,1970,-1,"director,writer,actress","tt0415955,tt0258143,tt4223366,tt10023172"
nm0033389,Pascale Arbillot,1970,-1,"actress,writer,director","tt2190197,tt1669694,tt1440232,tt1003027"
nm0033509,Domiziano Arcangeli,1968,2020,"actor,producer,writer","tt2087676,tt3250576,tt2106011,tt2575328"
nm0034390,Niels Arestrup,1949,2024,"actor,writer,director","tt1235166,tt1568911,tt0401383,tt3129564"
nm0034502,Steven Argila,-1,-1,"composer,music_department,soundtrack","tt2235372,tt1131728,tt3790720,tt9827834"
nm0035018,Arjun Sarja,1962,-1,"actor,director,writer","tt15654328,tt7179784,tt0482389,tt0220656"
nm0035395,Jillian Armenante,1964,-1,"actress,producer,director","tt11212276,tt6266538,tt1345836,tt1284575"
nm0035661,Craig Armstrong,1959,-1,"composer,music_department,soundtrack","tt0203009,tt1343092,tt0800080,tt0350258"
nm0036651,Tichina Arnold,1969,-1,"actress,producer,director","tt0091419,tt0460637,tt0103488,tt3231022"
nm0036774,Hendrik Arnst,1950,2024,actor,"tt0215750,tt0976051,tt0371704,tt0266391"
nm0036874,Philip A. Aromando,-1,-1,"producer,miscellaneous,editor","tt0102057,tt1362435,tt22852980,tt1408430"
nm0036907,Gaetano Aronica,-1,-1,actor,"tt0213847,tt1047931,tt9184986,tt7121252"
nm0036948,Linn Aronsen,-1,-1,"producer,actress,editorial_department","tt10304022,tt0099764,tt10045136,tt13026442"
nm0037239,Peter Arrhenius,-1,-1,"writer,script_department,miscellaneous","tt7116300,tt3463606,tt12304420,tt0907683"
nm0037392,David Arrow,-1,-1,"actor,director,producer","tt22876758,tt15699690,tt23770662"
nm0038062,Yuri Arutyunyan,1944,2019,"composer,music_department","tt0063555,tt0497653,tt0237390,tt0177528"
nm0038355,Tadanobu Asano,1973,-1,"actor,director,composer","tt0416044,tt1440129,tt3501632,tt0800369"
nm0038598,Kami Asgar,1965,-1,"sound_department,producer,executive","tt4495098,tt0472043,tt1156398,tt1270797"
nm0038627,Eve Ash,-1,-1,"producer,director,writer","tt2980018,tt10064828,tt2980166,tt1655397"
nm0038932,Matthew Ashford,1960,-1,"actor,producer,writer","tt0058796,tt1688612,tt0114508,tt5302174"
